post_id,source_orientation,source,post_type,rating,share_count,viral
1035269309904628,mainstream,ABC News Politics,link,mostly true,1,0
1035305953234297,mainstream,ABC News Politics,link,mostly true,34,0
1035322636565962,mainstream,ABC News Politics,link,mostly true,35,0
1035352946562931,mainstream,ABC News Politics,video,mostly true,568,1
1035366579894901,mainstream,ABC News Politics,link,mostly true,23,0
1035411183223774,mainstream,ABC News Politics,video,mostly true,46,0
1035430716555154,mainstream,ABC News Politics,link,mostly true,7,0
1035451683219724,mainstream,ABC News Politics,link,mostly true,7,0
1035453279886231,mainstream,ABC News Politics,video,mostly true,152,1
1035456253219267,mainstream,ABC News Politics,link,mostly true,8,0
1035491416549084,mainstream,ABC News Politics,video,mostly true,37,0
1035503133214579,mainstream,ABC News Politics,link,mostly true,4,0
1035527713212121,mainstream,ABC News Politics,video,mostly true,10,0
1035532526544973,mainstream,ABC News Politics,link,mostly true,10,0
1035558749875684,mainstream,ABC News Politics,video,no factual content,3,0
1035592746538951,mainstream,ABC News Politics,link,mostly true,15,0
1035595553205337,mainstream,ABC News Politics,link,mostly true,56,0
1035619779869581,mainstream,ABC News Politics,video,mostly true,64,0
1035627049868854,mainstream,ABC News Politics,link,mostly true,6,0
1035656723199220,mainstream,ABC News Politics,video,mostly true,289,1
1035672566530969,mainstream,ABC News Politics,link,mostly true,2,0
1035684116529814,mainstream,ABC News Politics,video,no factual content,5,0
1035706656527560,mainstream,ABC News Politics,video,mostly true,30,0
1035726243192268,mainstream,ABC News Politics,link,mostly true,50,0
1035748639856695,mainstream,ABC News Politics,link,mostly true,13,0
1035767019854857,mainstream,ABC News Politics,video,no factual content,25,0
1035778606520365,mainstream,ABC News Politics,link,mostly true,2,0
1035801043184788,mainstream,ABC News Politics,link,mostly true,25,0
1035825603182332,mainstream,ABC News Politics,link,mostly true,15,0
1035859429845616,mainstream,ABC News Politics,link,mostly true,3,0
1035884803176412,mainstream,ABC News Politics,link,mostly true,23,0
1035916476506578,mainstream,ABC News Politics,link,mostly true,5,0
1036151719816387,mainstream,ABC News Politics,link,mixture of true and false,117,1
1036199296478296,mainstream,ABC News Politics,link,mostly true,6,0
1036245469807012,mainstream,ABC News Politics,video,mostly true,24,0
1036251303139762,mainstream,ABC News Politics,link,mostly true,1,0
1036268139804745,mainstream,ABC News Politics,video,mostly true,231,1
1036296946468531,mainstream,ABC News Politics,link,mostly true,31,0
1036370659794493,mainstream,ABC News Politics,video,mostly true,104,1
1036399716458254,mainstream,ABC News Politics,video,mostly true,30,0
1036432846454941,mainstream,ABC News Politics,link,mostly true,15,0
1036447253120167,mainstream,ABC News Politics,link,mostly true,3,0
1036474553117437,mainstream,ABC News Politics,link,mostly true,4,0
1036496423115250,mainstream,ABC News Politics,link,mostly true,339,1
1036552873109605,mainstream,ABC News Politics,link,mostly true,9,0
1036582596439966,mainstream,ABC News Politics,link,mostly true,45,0
1036644986433727,mainstream,ABC News Politics,link,mostly true,11,0
1036675696430656,mainstream,ABC News Politics,link,mostly true,35,0
1037005106397715,mainstream,ABC News Politics,link,mostly true,42,0
1037034746394751,mainstream,ABC News Politics,video,no factual content,72,0
1037075549724004,mainstream,ABC News Politics,link,mostly true,7,0
1037097846388441,mainstream,ABC News Politics,video,mostly true,246,1
1037112079720351,mainstream,ABC News Politics,link,mostly true,3,0
1037141289717430,mainstream,ABC News Politics,link,mostly true,119,1
1037167203048172,mainstream,ABC News Politics,link,mostly true,4,0
1037176393047253,mainstream,ABC News Politics,video,mostly true,3,0
1037188766379349,mainstream,ABC News Politics,text,mostly true,2,0
1037217126376513,mainstream,ABC News Politics,link,mixture of true and false,35,0
1037225543042338,mainstream,ABC News Politics,video,mostly true,27,0
1037243109707248,mainstream,ABC News Politics,link,mostly true,4,0
1037252369706322,mainstream,ABC News Politics,video,mostly true,17,0
1037268776371348,mainstream,ABC News Politics,link,mostly true,7,0
1037288223036070,mainstream,ABC News Politics,link,mostly true,11,0
1037299089701650,mainstream,ABC News Politics,link,mostly true,32,0
1037318423033050,mainstream,ABC News Politics,video,no factual content,3,0
1037352739696285,mainstream,ABC News Politics,link,mostly true,1,0
1037371396361086,mainstream,ABC News Politics,video,mostly true,8,0
1037391213025771,mainstream,ABC News Politics,link,mostly true,12,0
1037410216357204,mainstream,ABC News Politics,link,mostly true,8,0
1037433849688174,mainstream,ABC News Politics,link,mostly true,61,0
1037464359685123,mainstream,ABC News Politics,link,mostly true,9,0
1037489569682602,mainstream,ABC News Politics,link,mostly true,6,0
1037749336323292,mainstream,ABC News Politics,link,mostly true,9,0
1037782196320006,mainstream,ABC News Politics,video,no factual content,38,0
1037810572983835,mainstream,ABC News Politics,video,mostly true,8,0
1037846762980216,mainstream,ABC News Politics,video,mostly true,138,1
1037856692979223,mainstream,ABC News Politics,link,mostly true,18,0
1037886152976277,mainstream,ABC News Politics,link,mostly true,28,0
1037919132972979,mainstream,ABC News Politics,link,mostly true,5,0
1037947399636819,mainstream,ABC News Politics,video,mostly true,92,0
1037951726303053,mainstream,ABC News Politics,link,mostly true,48,0
1038000319631527,mainstream,ABC News Politics,link,mostly true,7,0
1038027142962178,mainstream,ABC News Politics,video,mostly true,38,0
1038031976295028,mainstream,ABC News Politics,link,mostly true,3,0
1038059326292293,mainstream,ABC News Politics,link,mostly true,2,0
1038086542956238,mainstream,ABC News Politics,link,mostly true,13,0
1038114256286800,mainstream,ABC News Politics,link,mostly true,7,0
1038150182949874,mainstream,ABC News Politics,link,mostly true,6,0
1038186959612863,mainstream,ABC News Politics,link,mostly true,13,0
1038501679581391,mainstream,ABC News Politics,link,mostly true,12,0
1038539842910908,mainstream,ABC News Politics,video,mostly true,9,0
1038541676244058,mainstream,ABC News Politics,link,mostly true,5,0
1038542892910603,mainstream,ABC News Politics,link,mostly true,3,0
1038577226240503,mainstream,ABC News Politics,link,mostly true,22,0
1038636096234616,mainstream,ABC News Politics,link,mostly true,9,0
1038670552897837,mainstream,ABC News Politics,photo,mostly true,2,0
1038699376228288,mainstream,ABC News Politics,link,mostly true,1,0
1038757716222454,mainstream,ABC News Politics,link,mostly true,6,0
1038758292889063,mainstream,ABC News Politics,photo,mostly true,26,0
1038777582887134,mainstream,ABC News Politics,link,mostly true,20,0
1038804176217808,mainstream,ABC News Politics,link,mostly true,9,0
1038834739548085,mainstream,ABC News Politics,link,mostly true,81,0
1038860559545503,mainstream,ABC News Politics,link,mostly true,21,0
1038891872875705,mainstream,ABC News Politics,link,mostly true,7,0
1038922299539329,mainstream,ABC News Politics,link,mostly true,6,0
1038926896205536,mainstream,ABC News Politics,link,mostly true,5,0
1038949176203308,mainstream,ABC News Politics,link,mostly true,4,0
1038973039534255,mainstream,ABC News Politics,link,mostly true,4,0
1038984299533129,mainstream,ABC News Politics,link,mostly true,60,0
1040988309332728,mainstream,ABC News Politics,link,mostly true,5,0
1041035462661346,mainstream,ABC News Politics,link,mostly true,14,0
1041047845993441,mainstream,ABC News Politics,video,no factual content,114,1
1041085625989663,mainstream,ABC News Politics,link,mostly true,11,0
1041098459321713,mainstream,ABC News Politics,video,mostly true,134,1
1041100572654835,mainstream,ABC News Politics,video,no factual content,205,1
1041131422651750,mainstream,ABC News Politics,link,mostly true,2,0
1041172582647634,mainstream,ABC News Politics,link,mostly true,7,0
1041201762644716,mainstream,ABC News Politics,video,no factual content,39,0
1041207925977433,mainstream,ABC News Politics,video,mostly true,27,0
1041225769308982,mainstream,ABC News Politics,link,mostly true,8,0
1041240549307504,mainstream,ABC News Politics,video,no factual content,121,1
1041248449306714,mainstream,ABC News Politics,link,mostly true,15,0
1041257462639146,mainstream,ABC News Politics,video,mostly true,196,1
1041281559303403,mainstream,ABC News Politics,link,no factual content,2,0
1041316092633283,mainstream,ABC News Politics,video,no factual content,8,0
1041389565959269,mainstream,ABC News Politics,link,mostly true,29,0
1041420999289459,mainstream,ABC News Politics,video,mostly true,19,0
1041428705955355,mainstream,ABC News Politics,video,no factual content,70,0
1041453792619513,mainstream,ABC News Politics,video,no factual content,5,0
1041471579284401,mainstream,ABC News Politics,video,mostly true,12,0
1041476135950612,mainstream,ABC News Politics,video,mostly true,38,0
1041488142616078,mainstream,ABC News Politics,link,mostly true,10,0
1041488579282701,mainstream,ABC News Politics,video,mostly true,7,0
1041496015948624,mainstream,ABC News Politics,photo,mostly true,20,0
1041497742615118,mainstream,ABC News Politics,video,mostly true,66,0
1041504122614480,mainstream,ABC News Politics,video,mostly true,7,0
1041504402614452,mainstream,ABC News Politics,photo,mostly true,7,0
1041512352613657,mainstream,ABC News Politics,photo,mostly true,4,0
1041513895946836,mainstream,ABC News Politics,video,mostly true,13,0
1041523679279191,mainstream,ABC News Politics,photo,mostly true,3,0
1041531655945060,mainstream,ABC News Politics,link,mostly true,22,0
1041533232611569,mainstream,ABC News Politics,photo,mostly true,4,0
1041535642611328,mainstream,ABC News Politics,link,mostly true,10,0
1041543859277173,mainstream,ABC News Politics,link,no factual content,228,1
1041555632609329,mainstream,ABC News Politics,photo,mostly true,6,0
1041560069275552,mainstream,ABC News Politics,video,mostly true,37,0
1041562635941962,mainstream,ABC News Politics,photo,mostly true,8,0
1041564352608457,mainstream,ABC News Politics,photo,mostly true,20,0
1041569205941305,mainstream,ABC News Politics,photo,mostly true,4,0
1041491152615777,mainstream,ABC News Politics,photo,mostly true,5,0
1041579029273656,mainstream,ABC News Politics,video,mostly true,37,0
1041757029255856,mainstream,ABC News Politics,video,mostly true,42,0
1041765635921662,mainstream,ABC News Politics,video,mostly true,73,0
1041832262581666,mainstream,ABC News Politics,link,mostly true,25,0
1041860072578885,mainstream,ABC News Politics,video,mostly true,45,0
1041861279245431,mainstream,ABC News Politics,link,mostly true,8,0
1041887699242789,mainstream,ABC News Politics,video,mostly true,32,0
1041904609241098,mainstream,ABC News Politics,video,mostly true,108,1
1041943452570547,mainstream,ABC News Politics,link,mostly true,3,0
1041985262566366,mainstream,ABC News Politics,video,mostly true,27,0
1041988969232662,mainstream,ABC News Politics,link,mostly true,21,0
1042018955896330,mainstream,ABC News Politics,link,mostly true,19,0
1042039099227649,mainstream,ABC News Politics,video,mostly true,15,0
1042051285893097,mainstream,ABC News Politics,video,mostly true,1104,1
1042083579223201,mainstream,ABC News Politics,video,mostly true,375,1
1042112815886944,mainstream,ABC News Politics,link,mostly true,14,0
1042165485881677,mainstream,ABC News Politics,link,mostly true,76,0
1042171789214380,mainstream,ABC News Politics,video,mostly true,10,0
1042203689211190,mainstream,ABC News Politics,link,mostly true,7,0
1042236372541255,mainstream,ABC News Politics,link,mostly true,7,0
1042250705873155,mainstream,ABC News Politics,video,mostly true,23,0
1042266479204911,mainstream,ABC News Politics,link,mostly true,9,0
1042295002535392,mainstream,ABC News Politics,link,mostly true,5,0
1042315892533303,mainstream,ABC News Politics,link,mostly true,65,0
1042353372529555,mainstream,ABC News Politics,video,mostly true,13,0
1042362422528650,mainstream,ABC News Politics,link,mostly true,1,0
1446522352054899,left,Addicting Info,link,mostly true,130,1
1446620375378430,left,Addicting Info,link,mixture of true and false,241,1
1446625628711238,left,Addicting Info,link,mixture of true and false,991,1
1446671962039938,left,Addicting Info,link,mostly true,1190,1
1446692758704525,left,Addicting Info,link,mostly true,1018,1
1446693125371155,left,Addicting Info,link,mostly true,375,1
1446716095368858,left,Addicting Info,link,mostly true,557,1
1446717032035431,left,Addicting Info,link,mostly true,894,1
1446984445342023,left,Addicting Info,link,mostly true,132,1
1447242135316254,left,Addicting Info,link,mostly true,1138,1
1447249158648885,left,Addicting Info,link,mixture of true and false,1145,1
1447270141980120,left,Addicting Info,link,mixture of true and false,8466,1
1447381958635605,left,Addicting Info,link,mostly true,827,1
1447394558634345,left,Addicting Info,link,mostly true,426,1
1447438628629938,left,Addicting Info,link,mostly false,167,1
1447449521962182,left,Addicting Info,link,mostly true,896,1
1447486135291854,left,Addicting Info,link,mixture of true and false,1400,1
1447567931950341,left,Addicting Info,link,mostly true,1935,1
1447573508616450,left,Addicting Info,link,mostly true,261,1
1447680388605762,left,Addicting Info,link,mostly true,1147,1
1447689015271566,left,Addicting Info,link,mostly true,248,1
1447692541937880,left,Addicting Info,link,mostly false,156,1
1447682791938855,left,Addicting Info,link,mostly true,278,1
1447875271919607,left,Addicting Info,link,mixture of true and false,215,1
1447947468579054,left,Addicting Info,link,mostly true,1082,1
1447950298578771,left,Addicting Info,link,mostly true,368,1
1447952351911899,left,Addicting Info,link,mostly true,202,1
1447953895245078,left,Addicting Info,link,mostly true,363,1
1447962805244187,left,Addicting Info,link,mixture of true and false,4135,1
1447987088575092,left,Addicting Info,link,mixture of true and false,1132,1
1447988215241646,left,Addicting Info,link,mostly true,658,1
1447990211908113,left,Addicting Info,link,mixture of true and false,379,1
1448025148571286,left,Addicting Info,link,mixture of true and false,3191,1
1448154985224969,left,Addicting Info,link,mostly false,285,1
1448516865188781,left,Addicting Info,link,mostly true,691,1
1448517158522085,left,Addicting Info,link,mostly true,76,0
1448608135179654,left,Addicting Info,link,mostly true,237,1
1448695945170873,left,Addicting Info,link,mostly true,1638,1
1448729105167557,left,Addicting Info,link,mostly true,80,0
1448730725167395,left,Addicting Info,link,mostly true,1048,1
1448881151819019,left,Addicting Info,link,mixture of true and false,667,1
1448886951818439,left,Addicting Info,link,mostly true,91,0
1449001875140280,left,Addicting Info,link,mostly true,2957,1
1449004081806726,left,Addicting Info,link,mostly true,9243,1
1449388441768290,left,Addicting Info,link,mostly true,1005,1
1449502221756912,left,Addicting Info,link,mixture of true and false,128,1
1449551611751973,left,Addicting Info,link,mostly true,218,1
1449600481747086,left,Addicting Info,link,mostly true,671,1
1449601135080354,left,Addicting Info,link,mostly true,390,1
1449628885077579,left,Addicting Info,link,no factual content,493,1
1449772355063232,left,Addicting Info,link,mostly true,255,1
1449777868396014,left,Addicting Info,link,mostly true,148,1
1449942021712932,left,Addicting Info,link,mixture of true and false,258,1
1449996281707506,left,Addicting Info,link,mostly true,1742,1
1450020218371779,left,Addicting Info,link,mostly true,12,0
1449993025041165,left,Addicting Info,link,mostly true,1005,1
1450069728366828,left,Addicting Info,link,mostly true,331,1
1450081075032360,left,Addicting Info,link,mostly true,156,1
1450101585030309,left,Addicting Info,link,mixture of true and false,709,1
1450101775030290,left,Addicting Info,link,mixture of true and false,1475,1
1450286118345189,left,Addicting Info,link,mostly true,167,1
1450487488325052,left,Addicting Info,link,mixture of true and false,1281,1
1450622854978182,left,Addicting Info,link,mostly true,270,1
1450628841644250,left,Addicting Info,link,mostly true,873,1
1450664601640674,left,Addicting Info,link,mixture of true and false,1150,1
1450712398302561,left,Addicting Info,link,mostly false,3063,1
1450737838300017,left,Addicting Info,link,mostly true,569,1
1450805958293205,left,Addicting Info,link,mostly true,136,1
1450845401622594,left,Addicting Info,link,mostly true,72,0
1450853194955148,left,Addicting Info,link,no factual content,205,1
1450910671616067,left,Addicting Info,link,mixture of true and false,1222,1
1450995121607622,left,Addicting Info,link,mostly true,540,1
1451123788261422,left,Addicting Info,photo,no factual content,3532,1
1451127358261065,left,Addicting Info,photo,no factual content,14529,1
1451126608261140,left,Addicting Info,photo,no factual content,1,0
1451258538247947,left,Addicting Info,link,mostly true,122,1
1451262898247511,left,Addicting Info,link,mostly true,189,1
1451262981580836,left,Addicting Info,link,mixture of true and false,2426,1
1451263971580737,left,Addicting Info,link,mostly true,115,1
1451304671576667,left,Addicting Info,link,mostly true,258,1
1451600428213758,left,Addicting Info,link,no factual content,234,1
1451738378199963,left,Addicting Info,link,mostly true,513,1
1451779101529224,left,Addicting Info,link,mostly true,98,0
1451804061526728,left,Addicting Info,link,mostly true,266,1
1451890218184779,left,Addicting Info,link,mostly true,104,1
1451956254844842,left,Addicting Info,link,mostly true,123,1
1451961101511024,left,Addicting Info,link,mostly true,465,1
1451988724841595,left,Addicting Info,link,mostly true,5028,1
1452012371505897,left,Addicting Info,link,mostly true,420,1
1452117881495346,left,Addicting Info,link,mostly false,4708,1
1452127004827767,left,Addicting Info,link,mostly true,3658,1
1452159774824490,left,Addicting Info,link,mostly true,321,1
1452308554809612,left,Addicting Info,link,mostly true,1107,1
1452319888141812,left,Addicting Info,link,mostly true,7855,1
1452406928133108,left,Addicting Info,link,mostly true,687,1
1454798624560605,left,Addicting Info,link,mostly true,930,1
1454806031226531,left,Addicting Info,link,mostly true,1354,1
1454868161220318,left,Addicting Info,link,mostly false,273,1
1454906627883138,left,Addicting Info,link,mostly true,533,1
1454907001216434,left,Addicting Info,link,mixture of true and false,298,1
1455250911182043,left,Addicting Info,link,mostly true,273,1
1455551614485306,left,Addicting Info,link,mostly true,555,1
1455558234484644,left,Addicting Info,link,mostly false,4587,1
1455568094483658,left,Addicting Info,link,mostly true,605,1
1455575034482964,left,Addicting Info,link,no factual content,7326,1
1455674111139723,left,Addicting Info,link,mostly true,1378,1
1455844117789389,left,Addicting Info,link,mostly true,769,1
1455922947781506,left,Addicting Info,link,mostly true,1156,1
1456117054428762,left,Addicting Info,link,mostly true,6180,1
1456154411091693,left,Addicting Info,link,mostly true,1444,1
1456214201085714,left,Addicting Info,link,no factual content,131,1
1456140261093108,left,Addicting Info,link,mixture of true and false,2283,1
1456154251091709,left,Addicting Info,link,mixture of true and false,864,1
1456173967756404,left,Addicting Info,link,mostly true,2478,1
1456211731085961,left,Addicting Info,video,mostly true,275,1
1456218721085262,left,Addicting Info,link,mixture of true and false,818,1
1456237357750065,left,Addicting Info,link,no factual content,901,1
1456244677749333,left,Addicting Info,link,mostly true,1275,1
1456259001081234,left,Addicting Info,link,mostly true,218,1
1456274954412972,left,Addicting Info,link,mostly true,247,1
1456275241079610,left,Addicting Info,link,mostly true,362,1
1456673304373137,left,Addicting Info,link,mostly true,586,1
1456727697701031,left,Addicting Info,link,mostly true,276,1
1456768787696922,left,Addicting Info,link,mostly true,273,1
1456866627687138,left,Addicting Info,link,mostly true,220,1
1456879957685805,left,Addicting Info,link,mostly true,2188,1
1456923867681414,left,Addicting Info,link,no factual content,305,1
1456984601008674,left,Addicting Info,link,mostly true,291,1
1457086207665180,left,Addicting Info,link,mostly true,2119,1
1457100920997042,left,Addicting Info,link,mostly true,913,1
1457164467657354,left,Addicting Info,link,mostly true,2292,1
1457178897655911,left,Addicting Info,link,mostly true,153,1
1457297090977425,left,Addicting Info,link,mostly true,1040,1
1457326974307770,left,Addicting Info,link,mostly true,4000,1
1281392611902569,mainstream,CNN Politics,link,mostly true,8,0
1281494028559094,mainstream,CNN Politics,link,mostly true,6,0
1281555051886325,mainstream,CNN Politics,link,mostly true,122,1
1281614831880347,mainstream,CNN Politics,link,mostly true,19,0
1281662605208903,mainstream,CNN Politics,link,mostly true,119,1
1281683768540120,mainstream,CNN Politics,link,mostly true,21,0
1281703098538187,mainstream,CNN Politics,link,mostly true,58,0
1281708098537687,mainstream,CNN Politics,link,mostly true,29,0
1281724775202686,mainstream,CNN Politics,link,mostly true,46,0
1281744528534044,mainstream,CNN Politics,link,mostly true,33,0
1281765311865299,mainstream,CNN Politics,link,mostly true,17,0
1281774175197746,mainstream,CNN Politics,link,mostly true,75,0
1281789468529550,mainstream,CNN Politics,link,mostly true,21,0
1281811718527325,mainstream,CNN Politics,link,mostly true,101,1
1281841091857721,mainstream,CNN Politics,video,mostly true,465,1
1281841601857670,mainstream,CNN Politics,link,mostly true,19,0
1281863361855494,mainstream,CNN Politics,video,mostly true,787,1
1281903745184789,mainstream,CNN Politics,link,mostly true,78,0
1281935428514954,mainstream,CNN Politics,link,mostly true,85,0
1281960621845768,mainstream,CNN Politics,link,mostly true,170,1
1281987158509781,mainstream,CNN Politics,link,mostly true,28,0
1282001178508379,mainstream,CNN Politics,video,mostly true,279,1
1282015625173601,mainstream,CNN Politics,link,mostly true,3,0
1282017338506763,mainstream,CNN Politics,link,mostly true,187,1
1282043955170768,mainstream,CNN Politics,link,mostly true,142,1
1282069881834842,mainstream,CNN Politics,link,mostly true,87,0
1282097745165389,mainstream,CNN Politics,link,mostly true,17,0
1282129008495596,mainstream,CNN Politics,link,mostly true,55,0
1282165758491921,mainstream,CNN Politics,link,mostly true,46,0
1282194065155757,mainstream,CNN Politics,link,mostly true,130,1
1282217985153365,mainstream,CNN Politics,link,mostly true,6,0
1282229875152176,mainstream,CNN Politics,link,mostly true,72,0
1282241045151059,mainstream,CNN Politics,video,mostly true,51,0
1282252058483291,mainstream,CNN Politics,link,mostly true,156,1
1282286438479853,mainstream,CNN Politics,link,mostly true,11,0
1282289901812840,mainstream,CNN Politics,video,mostly true,119,1
1282313501810480,mainstream,CNN Politics,link,mostly true,150,1
1282326468475850,mainstream,CNN Politics,link,mostly true,17,0
1282350721806758,mainstream,CNN Politics,link,mostly true,95,0
1282364385138725,mainstream,CNN Politics,video,mostly true,101,1
1282376328470864,mainstream,CNN Politics,link,mostly true,22,0
1282396331802197,mainstream,CNN Politics,video,mostly true,72,0
1282411005134063,mainstream,CNN Politics,link,mostly true,4,0
1282437811798049,mainstream,CNN Politics,link,mostly true,224,1
1282455731796257,mainstream,CNN Politics,link,mostly true,39,0
1282476425127521,mainstream,CNN Politics,link,mostly true,128,1
1282497611792069,mainstream,CNN Politics,link,mostly true,36,0
1282528355122328,mainstream,CNN Politics,link,mostly true,10,0
1282551825119981,mainstream,CNN Politics,link,mostly true,48,0
1282581455117018,mainstream,CNN Politics,link,mostly true,33,0
1282592388449258,mainstream,CNN Politics,link,mostly true,264,1
1282605311781299,mainstream,CNN Politics,link,mostly true,36,0
1282620601779770,mainstream,CNN Politics,link,mixture of true and false,403,1
1282630751778755,mainstream,CNN Politics,link,mostly true,17,0
1282723245102839,mainstream,CNN Politics,link,mostly true,28,0
1282764081765422,mainstream,CNN Politics,link,mostly true,30,0
1282820688426428,mainstream,CNN Politics,link,mostly true,1,0
1282869868421510,mainstream,CNN Politics,link,mostly true,4,0
1282869888421508,mainstream,CNN Politics,link,mostly true,2,0
1282889278419569,mainstream,CNN Politics,link,mostly true,9,0
1282890125086151,mainstream,CNN Politics,link,mostly true,22880,1
1282910285084135,mainstream,CNN Politics,link,mostly true,99,0
1282932578415239,mainstream,CNN Politics,link,mostly true,554,1
1282957221746108,mainstream,CNN Politics,link,mostly true,103,1
1282958578412639,mainstream,CNN Politics,photo,no factual content,3,0
1282994721742358,mainstream,CNN Politics,link,mostly true,14,0
1282994741742356,mainstream,CNN Politics,link,mostly true,19,0
1283015921740238,mainstream,CNN Politics,video,mostly true,56,0
1283021998406297,mainstream,CNN Politics,link,mostly true,57,0
1283027511739079,mainstream,CNN Politics,link,mostly true,39,0
1283071681734662,mainstream,CNN Politics,link,mostly true,53,0
1283106105064553,mainstream,CNN Politics,link,mostly true,579,1
1283143941727436,mainstream,CNN Politics,link,mostly true,36,0
1283162585058905,mainstream,CNN Politics,video,mostly true,71,0
1283178915057272,mainstream,CNN Politics,link,mostly true,7,0
1283194735055690,mainstream,CNN Politics,video,mostly true,308,1
1283214285053735,mainstream,CNN Politics,video,mostly true,513,1
1283237355051428,mainstream,CNN Politics,link,mostly true,31,0
1283262835048880,mainstream,CNN Politics,link,mostly true,183,1
1283288858379611,mainstream,CNN Politics,link,mostly true,231,1
1283316031710227,mainstream,CNN Politics,link,mostly true,15,0
1283341205041043,mainstream,CNN Politics,link,mostly true,43,0
1283366795038484,mainstream,CNN Politics,link,mostly true,187,1
1283377408370756,mainstream,CNN Politics,video,mostly true,111,1
1283381595037004,mainstream,CNN Politics,link,mostly true,651,1
1283398388368658,mainstream,CNN Politics,link,mostly true,23,0
1283410755034088,mainstream,CNN Politics,link,mostly true,29,0
1283424528366044,mainstream,CNN Politics,link,mostly true,288,1
1283436318364865,mainstream,CNN Politics,link,mostly true,20,0
1283448885030275,mainstream,CNN Politics,link,mostly true,37,0
1283456028362894,mainstream,CNN Politics,link,mostly true,96,0
1283466808361816,mainstream,CNN Politics,link,mostly true,127,1
1283476095027554,mainstream,CNN Politics,link,mixture of true and false,271,1
1283484068360090,mainstream,CNN Politics,link,mostly true,41,0
1283495701692260,mainstream,CNN Politics,link,mostly true,14,0
1283507681691062,mainstream,CNN Politics,link,mostly true,5,0
1283530558355441,mainstream,CNN Politics,link,no factual content,2,0
1283552648353232,mainstream,CNN Politics,link,mostly true,75,0
1283566075018556,mainstream,CNN Politics,link,no factual content,88,0
1283569618351535,mainstream,CNN Politics,link,mixture of true and false,269,1
1283593158349181,mainstream,CNN Politics,link,mostly true,150,1
1283615991680231,mainstream,CNN Politics,link,mostly true,71,0
1283646498343847,mainstream,CNN Politics,link,mostly true,16,0
1283655648342932,mainstream,CNN Politics,link,mostly true,59,0
1283665621675268,mainstream,CNN Politics,link,mostly true,14,0
1283675641674266,mainstream,CNN Politics,link,mostly true,222,1
1283687831673047,mainstream,CNN Politics,link,mostly true,16,0
1283702825004881,mainstream,CNN Politics,link,mostly true,9,0
1283703708338126,mainstream,CNN Politics,link,mostly true,21,0
1283714945003669,mainstream,CNN Politics,link,mostly true,10,0
1283726711669159,mainstream,CNN Politics,link,mostly true,18,0
1283737188334778,mainstream,CNN Politics,link,mostly true,260,1
1283746471667183,mainstream,CNN Politics,link,mostly true,25,0
1283760908332406,mainstream,CNN Politics,link,mostly true,11,0
1283845758323921,mainstream,CNN Politics,link,mostly true,56,0
1283904064984757,mainstream,CNN Politics,link,mostly true,64,0
1283950938313403,mainstream,CNN Politics,link,mostly true,17,0
1284002751641555,mainstream,CNN Politics,link,mostly true,46,0
1284049991636831,mainstream,CNN Politics,link,mostly true,53,0
1284072898301207,mainstream,CNN Politics,link,mostly true,63,0
1284090981632732,mainstream,CNN Politics,link,mostly true,7,0
1284107521631078,mainstream,CNN Politics,video,no factual content,945,1
1284107788297718,mainstream,CNN Politics,link,mostly true,115,1
1284138178294679,mainstream,CNN Politics,link,mostly true,27,0
1284184664956697,mainstream,CNN Politics,link,mostly true,5,0
1284209241620906,mainstream,CNN Politics,video,mostly true,56,0
1284230444952119,mainstream,CNN Politics,video,mostly true,148,1
1284251748283322,mainstream,CNN Politics,link,mostly true,734,1
1284270141614816,mainstream,CNN Politics,link,mostly true,36,0
1284280401613790,mainstream,CNN Politics,link,mostly true,615,1
1284309848277512,mainstream,CNN Politics,link,mostly true,9,0
1284337051608125,mainstream,CNN Politics,link,mostly true,57,0
1284361938272303,mainstream,CNN Politics,link,mostly true,153,1
1284384514936712,mainstream,CNN Politics,link,mostly true,91,0
1284409618267535,mainstream,CNN Politics,link,mostly true,53,0
1284425191599311,mainstream,CNN Politics,link,mostly true,6,0
1284435091598321,mainstream,CNN Politics,link,mostly true,43,0
1284469454928218,mainstream,CNN Politics,link,mostly true,15,0
1284470298261467,mainstream,CNN Politics,link,mostly true,67,0
1284502774924886,mainstream,CNN Politics,link,no factual content,79,0
1284507951591035,mainstream,CNN Politics,link,mostly true,52,0
1284516668256830,mainstream,CNN Politics,link,mostly true,206,1
1284521911589639,mainstream,CNN Politics,link,mostly true,11,0
1284530981588732,mainstream,CNN Politics,video,mostly true,91,0
1284539884921175,mainstream,CNN Politics,link,mostly true,100,0
1284556298252867,mainstream,CNN Politics,link,mostly true,33,0
1284571788251318,mainstream,CNN Politics,link,mostly true,35,0
1284577521584078,mainstream,CNN Politics,video,mostly true,218,1
1284598968248600,mainstream,CNN Politics,link,mostly true,187,1
1284618111580019,mainstream,CNN Politics,link,mostly true,75,0
1284636768244820,mainstream,CNN Politics,link,mostly true,21,0
1284667821575048,mainstream,CNN Politics,link,mostly true,9,0
1284694994905664,mainstream,CNN Politics,link,mostly true,127,1
1284720001569830,mainstream,CNN Politics,link,mostly true,79,0
1284738988234598,mainstream,CNN Politics,link,mostly true,8,0
1284761268232370,mainstream,CNN Politics,link,mostly true,217,1
1284770391564791,mainstream,CNN Politics,link,mostly true,537,1
1284779834897180,mainstream,CNN Politics,link,mostly true,152,1
